pitchfork_id,link,artist,album,release_year,score,Unnamed: 6
9409,/reviews/albums/18030-the-national-trouble-will-find-me/,The National,Trouble Will Find Me,2013,8.4,
9410,/reviews/albums/18077-squrl-squrl-ep/,SQÜRL,Sqürl EP,2013,6.2,
9411,/reviews/albums/18108-daniel-menche-marriage-of-metals-vilke/,Daniel Menche,Marriage of Metals,2013,8.3,
9412,/reviews/albums/18033-scout-niblett-its-up-to-emma/,Scout Niblett,It's Up To Emma,2013,7.6,
9413,/reviews/albums/17813-laura-mvula-sing-to-the-moon/,Laura Mvula,Sing to the Moon,2013,7.4,
9414,/reviews/albums/18028-daft-punk-random-access-memories/,Daft Punk,Random Access Memories,2013,8.8,
9415,/reviews/albums/18128-tectonic-plates-vol-4/,null -index error,Tectonic Plates Vol. 4,2013,7,
9416,/reviews/albums/18020-cathedral-the-last-spire/,Cathedral,The Last Spire,2013,7.5,
9417,/reviews/albums/18019-var-no-one-dances-quite-like-my-brothers/,Vår,No One Dances Quite Like My Brothers,2013,7.4,
9418,/reviews/albums/17869-mark-lanegan-duke-garwood-black-pudding/,Mark Lanegan & Duke Garwood,Black Pudding,2013,6.7,
9419,/reviews/albums/18035-the-great-gatsby-ost/,null -index error,The Great Gatsby OST,2013,4,
9420,/reviews/albums/18070-john-grant-pale-green-ghosts/,John Grant,Pale Green Ghosts,2013,7,
9421,/reviews/albums/17915-slava-raw-solutions/,Slava,Raw Solutions,2013,7.8,
9422,/reviews/albums/18003-dungeonesse-dungeonesse/,Dungeonesse,Dungeonesse,2013,7.7,
9423,/reviews/albums/18009-pharmakon-abandon/,Pharmakon,Abandon,2013,8,
9424,/reviews/albums/18044-the-fall-re-mit/,The Fall,Re-Mit,2013,6.8,
9425,/reviews/albums/17980-sadgiqacea-false-prism/,Sadgiqacea,False Prism,2013,6.5,
9426,/reviews/albums/17817-gun-outfit-hard-coming-down/,Gun Outfit,Hard Coming Down,2013,8,
9427,/reviews/albums/18125-black-beauty/,Love,Black Beauty,2011,7.6,
9428,/reviews/albums/18006-bibio-silver-wilkinson/,Bibio,Silver Wilkinson,2013,6.2,
9429,/reviews/albums/17942-the-breeders-lsxx/,The Breeders,LSXX,2013,9,
9430,/reviews/albums/18027-patrick-vian-bruits-et-temps-analogues/,Patrick Vian,Bruits et Temps Analogues,2013,7.2,
9431,/reviews/albums/18059-uncle-acid-and-the-deadbeats-mind-control/,Uncle Acid and the Deadbeats,Mind Control,2013,6.8,
9432,/reviews/albums/17997-adult-the-way-things-fall/,ADULT.,The Way Things Fall,2013,7.7,
9433,/reviews/albums/18049-rem-green-25th-anniversary-deluxe-edition/,R.E.M.,Green: 25th Anniversary Deluxe Edition,2013,8.4,
9434,/reviews/albums/18106-wild-nothing-empty-estate-ep/,Wild Nothing,Empty Estate EP,2013,6.6,
9435,/reviews/albums/18069-the-focus-group-the-elektrik-karousel/,The Focus Group,The Elektrik Karousel,2013,7,
9436,/reviews/albums/18040-acid-mysterons-invade-the-jakin-zone/,null -index error,Acid: Mysterons Invade The Jackin' Zone,2013,7.4,
9437,/reviews/albums/18107-tera-melos-xed-out/,Tera Melos,X'ed Out,2013,7.1,
9438,/reviews/albums/17996-sam-amidon-bright-sunny-south/,Sam Amidon,Bright Sunny South,2013,7.7,
9439,/reviews/albums/17963-vampire-weekend-modern-vampires-of-the-city/,Vampire Weekend,Modern Vampires of the City,2013,9.3,
9440,/reviews/albums/18016-purson-the-circle-and-the-blue-door/,Purson,The Circle and the Blue Door,2013,7.2,
9441,/reviews/albums/18002-immolation-kingdom-of-conspiracy/,Immolation,Kingdom of Conspiracy,2013,8,
9442,/reviews/albums/18036-pharaohs-replicant-moods/,Pharaohs,Replicant Moods,2013,7.5,
9443,/reviews/albums/18001-small-black-limits-of-desire/,Small Black,Limits of Desire,2013,6.2,
9444,/reviews/albums/17990-she-him-volume-3/,She & Him,Volume 3,2013,7.5,
9445,/reviews/albums/17971-aosoth-iv-an-arrow-in-heart/,Aosoth,IV: Arrow in Heart,2013,7,
9446,/reviews/albums/17988-zs-grain/,Zs,Grain,2013,7.3,
9447,/reviews/albums/18025-beaches-she-beats/,Beaches,She Beats,2013,7.2,
9448,/reviews/albums/17925-kid-cudi-indicud/,Kid Cudi,Indicud,2013,4,
9449,/reviews/albums/17999-justice-access-all-arenas/,Justice,Access All Arenas,2013,7.8,
9450,/reviews/albums/18101-wolf-people-fain/,Wolf People,Fain,2013,5.9,
9451,/reviews/albums/18071-gobby-fashion-lady/,Gobby,Fashion Lady,2013,7,
9452,/reviews/albums/18023-david-lang-death-speaks/,David Lang,Death Speaks,2013,8,
9453,/reviews/albums/17978-little-boots-nocturnes/,Little Boots,Nocturnes,2013,6,
9454,/reviews/albums/17989-primal-scream-more-light/,Primal Scream,More Light,2013,7.7,
9455,/reviews/albums/17892-howl-bloodlines/,HOWL,Bloodlines,2013,6.3,
9456,/reviews/albums/18073-bill-ryder-jones-a-bad-wind-blows-in-my-heart/,Bill Ryder-Jones,A Bad Wind Blows in My Heart,2013,5.2,
9457,/reviews/albums/17964-co-la-moody-coup/,Co La,Moody Coup,2013,7.5,
9458,/reviews/albums/17950-colin-stetson-new-history-warfare-vol-3/,Colin Stetson,New History Warfare Vol. 3: To See More Light,2013,8.1,
9459,/reviews/albums/18105-chance-the-rapper-acid-rap/,Chance the Rapper,Acid Rap,2013,8.4,
9460,/reviews/albums/17987-omar-s-thank-you-for-letting-me-be-myself/,Omar S,Thank You For Letting Me Be Myself,2013,7.5,
9461,/reviews/albums/17854-altar-of-plagues-teethed-glory-and-injury/,Altar of Plagues,Teethed Glory And Injury,2013,6.8,
9462,/reviews/albums/17932-neon-neon-praxis-makes-perfect/,Neon Neon,Praxis Makes Perfect,2013,7,
9463,/reviews/albums/18011-van-dyke-parks-song-cycled/,Van Dyke Parks,Songs Cycled,2013,7.2,
9464,/reviews/albums/17977-savages-silence-yourself/,Savages,Silence Yourself,2013,8.7,
9465,/reviews/albums/18072-wax-idols-discipline-desire/,Wax Idols,Discipline + Desire,2013,6.8,
9466,/reviews/albums/17970-the-body-master-we-perish/,The Body,"Master, We Perish",2013,8.1,
9467,/reviews/albums/17943-talib-kweli-prisoner-of-conscious/,Talib Kweli,Prisoner of Conscious,2013,6.1,
9468,/reviews/albums/17953-blowout/,So So Glos,Blowout,2013,7.6,
9469,/reviews/albums/17966-deerhunter-monomania/,Deerhunter,Monomania,2013,8.3,
9470,/reviews/albums/18038-connections-private-airplane/,Connections,Private Airplane,2013,7.6,
9471,/reviews/albums/18024-eglo-records-vol-1/,null -index error,Eglo Records Vol. 1,2013,7.8,
9472,/reviews/albums/17957-ola-podrida-ghosts-go-blind/,Ola Podrida,Ghosts Go Blind,2013,7.7,
9473,/reviews/albums/17947-melvins-everybody-loves-sausages/,Melvins,Everybody Loves Sausages,2013,6.5,
9474,/reviews/albums/17959-mikal-cronin-mcii/,Mikal Cronin,MCII,2013,8.4,
9475,/reviews/albums/18048-sandwell-district-fabric-69/,Sandwell District,Fabric 69,2013,7.6,
9476,/reviews/albums/17941-bone-sickness-alone-in-the-grave/,Bone Sickness,Alone in the Grave,2013,7.7,
9477,/reviews/albums/17917-traxx-the-house-that-garage-built/,null -index error,TRAXX: The House That Garage Built,2013,6.4,
9478,/reviews/albums/18046-akronfamily-sub-verses/,Akron/Family,Sub Verses,2013,7,
9479,/reviews/albums/17944-guided-by-voices-english-little-league/,Guided by Voices,English Little League,2013,6.8,
9480,/reviews/albums/17992-pretty-nice-golden-rules-for-golden-people/,Pretty & Nice,Golden Rules for Golden People,2013,7.5,
9481,/reviews/albums/17929-hessian-manegarmr/,Hessian,Manégarmr,2013,7.7,
9482,/reviews/albums/18067-wiz-khalifa-curreny-live-in-concert/,Wiz Khalifa & Curren$y,Live in Concert,2013,6.8,
9483,/reviews/albums/17960-the-album-leaf-sun-kil-moon-perils-from-the-sea/,The Album Leaf||Sun Kil Moon,Perils from the Sea,2013,7.3,
9484,/reviews/albums/17954-chk-chk-chk-thriller/,!!!,Thr!!!er,2013,6,
9485,/reviews/albums/17946-cayucas-bigfoot/,Cayucas,Bigfoot,2013,4.9,
9486,/reviews/albums/18037-laura-stevenson-wheel/,Laura Stevenson,Wheel,2013,6.2,
9487,/reviews/albums/17945-pan-american-cloud-room-glass-room/,Pan American,"Cloud Room, Glass Room",2013,7.1,
9488,/reviews/albums/17973-at-the-drive-in-acrobatic-tenement-relationship-of-command/,At the Drive In,Acrobatic Tenement,2013,6.5,
9489,/reviews/albums/17903-iggy-and-the-stooges-ready-to-die/,Iggy and the Stooges,Ready to Die,2013,5.6,
9490,/reviews/albums/17962-heliocentrics-13-degrees-of-reality/,The Heliocentrics,13 Degrees of Reality,2013,7.9,
9491,/reviews/albums/17678-woe-withdrawal/,Woe,Withdrawal,2013,8,
9492,/reviews/albums/17940-coliseum-sister-faith/,Coliseum,Sister Faith,2013,7.5,
9493,/reviews/albums/17841-half-japanese-12-gentlemen-not-beasts/,Half Japanese,Half Gentlemen/Not Beasts,2013,9.2,
9494,/reviews/albums/18022-m83-oblivion-ost/,M83,Oblivion OST,2013,4.5,
9495,/reviews/albums/18034-futurebirds-baba-yaga/,Futurebirds,Baba Yaga,2013,7.5,
9496,/reviews/albums/17986-the-boy-least-likely-to-the-great-perhaps/,The Boy Least Likely To,The Great Perhaps,2013,7.1,
9497,/reviews/albums/18017-julia-brown-to-be-close-to-you/,Julia Brown,To Be Close to You,2013,7.9,
9498,/reviews/albums/17924-young-galaxy-ultramarine/,Young Galaxy,Ultramarine,2013,7.8,
9499,/reviews/albums/17880-charli-xcx-true-romance/,Charli XCX,True Romance,2013,8.3,
9500,/reviews/albums/17985-yellowman-young-gifted-yellow/,Yellowman,"Young, Gifted & Yellow",2013,7.8,
9501,/reviews/albums/18015-follkazoid-ii/,Föllakzoid,II,2013,6.9,
9502,/reviews/albums/17874-anika-anika-ep/,Anika,Anika EP,2013,7.4,
9503,/reviews/albums/17916-no-joy-wait-to-pleasure/,No Joy,Wait To Pleasure,2013,8,
9504,/reviews/albums/17920-snoop-lion-reincarnated/,Snoop Lion,Reincarnated,2013,5,
9505,/reviews/albums/17879-anciients-heart-of-oak/,Anciients,Heart of Oak,2013,6.8,
9506,/reviews/albums/17881-blackout-beach-blues-trip/,Blackout Beach,Blues Trip,2013,6.1,
9507,/reviews/albums/17919-the-appleseed-cast-illumination-ritual/,The Appleseed Cast,Illumination Ritual,2013,6.9,
9508,/reviews/albums/18021-big-krit-king-remembered-in-time/,Big K.R.I.T.,King Remembered In Time,2013,6.8,
9509,/reviews/albums/17930-junip-junip/,Junip,Junip,2013,7,
9510,/reviews/albums/18018-bored-nothing-bored-nothing/,Bored Nothing,Bored Nothing,2013,7,
9511,/reviews/albums/17871-adr-chunky-monkey/,ADR,Chunky Monkey,2013,6,
9512,/reviews/albums/17911-barn-owl-v/,Barn Owl,V,2013,6.8,
9513,/reviews/albums/18010-the-shouting-matches-grownass-man/,The Shouting Matches,Grownass Man,2013,6.3,
9514,/reviews/albums/17913-phoenix-bankrupt/,Phoenix,Bankrupt!,2013,7.5,
9515,/reviews/albums/17918-cosmin-trg-gordian/,Cosmin TRG,Gordian,2013,6,
9516,/reviews/albums/17806-vhol-vhol/,VHÖL,VHÖL,2013,7.7,
9517,/reviews/albums/17882-meat-puppets-rat-farm/,Meat Puppets,Rat Farm,2013,5.5,
9518,/reviews/albums/17902-cassie-rockabyebaby/,Cassie,RockaByeBaby,2013,7.8,
9519,/reviews/albums/17875-iron-wine-ghost-on-ghost/,Iron & Wine,Ghost on Ghost,2013,6.1,
9520,/reviews/albums/18014-snapper-snapper-ep/,Snapper,Snapper EP,2013,7.5,
9521,/reviews/albums/17937-houses-a-quiet-darkness/,Houses,A Quiet Darkness,2013,5.6,
9522,/reviews/albums/17877-simian-mobile-disco-live/,Simian Mobile Disco,Live,2013,7.5,
9523,/reviews/albums/17807-ghost-bc-infestissumam/,Ghost,Infestissumam,2013,5.8,
9524,/reviews/albums/17872-ghostface-killah-adrian-younge-twelve-reasons-to-die/,Ghostface Killah & Adrian Younge,Twelve Reasons to Die,2013,7.4,
9525,/reviews/albums/17741-skagos-anarchic/,Skagos,Anarchic,2013,6.8,
9526,/reviews/albums/17910-life-coach-alphawaves/,Life Coach,Alphawaves,2013,6.1,
9527,/reviews/albums/17873-david-grubbs-the-plain-where-the-palace-stood/,David Grubbs,The Plain Where the Palace Stood,2013,6.4,
9528,/reviews/albums/17906-art-brut-top-of-the-pops/,Art Brut,Top of the Pops,2013,6,
9529,/reviews/albums/17732-the-mirror-reflecting-part-2-excavation/,The Haxan Cloak,Excavation,2013,8.7,
9530,/reviews/albums/17912-disappears-kone-ep/,Disappears,Kone EP,2013,6.4,
9531,/reviews/albums/18012-new-york-renaissance/,null -index error,New York Renaissance,2013,6.6,
9532,/reviews/albums/17876-the-thermals-desperate-ground/,The Thermals,Desperate Ground,2013,5,
9533,/reviews/albums/17909-shuggie-otis-inspiration-information-wings-of-love/,Shuggie Otis,Inspiration Information,2013,8.8,
9534,/reviews/albums/17627-major-lazer-free-the-universe/,Major Lazer,Free the Universe,2013,5.7,
9535,/reviews/albums/17894-cough-windhand-reflection-of-the-negative/,Cough||Windhand,Reflection of the Negative,2013,7.9,
9536,/reviews/albums/17639-team-ghost-rituals/,Team Ghost,Rituals,2013,5.4,
9537,/reviews/albums/17867-solar-bears-supermigration/,Solar Bears,Supermigration,2013,7.2,
9538,/reviews/albums/17866-thee-oh-sees-floating-coffin/,Thee Oh Sees,Floating Coffin,2013,8,
9539,/reviews/albums/17868-yeah-yeah-yeahs-mosquito/,Yeah Yeah Yeahs,Mosquito,2013,6,
9540,/reviews/albums/17907-bonobo-the-north-borders/,Bonobo,The North Borders,2013,6,
9541,/reviews/albums/17991-alpoko-don-the-ol-soul-ep/,Alpoko Don,The Ol' Soul EP,2013,7.7,
9542,/reviews/albums/17870-rainbow-arabia-fm-sushi/,Rainbow Arabia,FM Sushi,2013,7,
9543,/reviews/albums/17799-way-to-blue-the-songs-of-nick-drake/,null -index error,Way to Blue: The Songs of Nick Drake,2013,4.7,
9544,/reviews/albums/17837-morrissey-kill-uncle/,Morrissey,Kill Uncle,2013,6,
9545,/reviews/albums/17831-a-hawk-and-a-hacksaw-you-have-already-gone/,A Hawk and a Hacksaw,You Have Already Gone to the Other World,2013,7.2,
9546,/reviews/albums/17900-music-for-dancefloors-the-kpm-music-library/,null -index error,Music For Dancefloors: The KPM Music Library,2013,7.6,
9547,/reviews/albums/17846-rokia-traore-beautiful-africa/,Rokia Traoré,Beautiful Africa,2013,8.1,
9548,/reviews/albums/17843-orchestral-manoeuvres-in-the-dark-english-electric/,Orchestral Manoeuvres in the Dark,English Electric,2013,6.7,
9549,/reviews/albums/17853-the-postal-service-give-up/,The Postal Service,Give Up,2013,8,
9550,/reviews/albums/17908-born-ruffians-birthmarks/,Born Ruffians,Birthmarks,2013,6.5,
9551,/reviews/albums/17850-white-fence-cyclops-reap/,White Fence,Cyclops Reap,2013,7.7,
9552,/reviews/albums/17822-inflated-recurring-dream/,Implodes,Recurring Dream,2013,6.8,
9553,/reviews/albums/17968-wolf-eyes-no-answer-lower-floors/,Wolf Eyes,No Answer : Lower Floors,2013,8.2,
9554,/reviews/albums/17851-kurt-vile-wakin-on-a-pretty-daze/,Kurt Vile,Wakin on a Pretty Daze,2013,8.5,
9555,/reviews/albums/17935-luxury-liners-theyre-flowers/,Luxury Liners,They're Flowers,2013,6.2,
9556,/reviews/albums/17830-olafur-arnalds-now-i-am-winter/,Ólafur Arnalds,For Now I Am Winter,2013,5.5,
9557,/reviews/albums/17899-sepalcure-make-you-ep/,Sepalcure,Make You EP,2013,7.6,
9558,/reviews/albums/17852-steve-mason-monkey-minds-in-the-devils-time/,Steve Mason,Monkey Minds in the Devil's Time,2013,7.9,
9559,/reviews/albums/17842-james-blake-overgrown/,James Blake,Overgrown,2013,8,
9560,/reviews/albums/17897-toxic-holocaust-from-the-ashes-of-nuclear-destruction/,Toxic Holocaust,From the Ashes of Nuclear Destruction,2013,6.6,
9561,/reviews/albums/17752-black-rebel-motorcycle-club-specter-at-the-feast/,Black Rebel Motorcycle Club,Specter at the Feast,2013,5.1,
9562,/reviews/albums/17832-io-echo-ministry-of-love/,IO ECHO,Ministry of Love,2013,6.2,
9563,/reviews/albums/17825-milk-music-cruise-your-illusion/,Milk Music,Cruise Your Illusion,2013,7.8,
9564,/reviews/albums/17847-the-knife-shaking-the-habitual/,The Knife,Shaking the Habitual,2013,8.4,
9565,/reviews/albums/17901-caveman-caveman/,Caveman,Caveman,2013,7,
9566,/reviews/albums/17864-joe-meek-i-hear-a-new-world/,Joe Meek,I Hear a New World,2013,8.3,
9567,/reviews/albums/17936-charles-bradley-victim-of-love/,Charles Bradley,Victim of Love,2013,6.8,
9568,/reviews/albums/17858-james-ferraro-cold/,James Ferraro,Cold,2013,7.2,
9569,/reviews/albums/17895-merchandise-totale-nite/,Merchandise,Totale Nite,2013,8,
9570,/reviews/albums/17888-alex-calder-time-ep/,Alex Calder,Time EP,2013,6.9,
9571,/reviews/albums/17784-nails-abandon-all-life/,Nails,Abandon All Life,2013,8,
9572,/reviews/albums/17904-emptymansions-snakesvulturessulfate/,EmptyMansions,snakes/vultures/sulfate,2013,3.2,
9573,/reviews/albums/17827-rilo-kiley-rkives/,Rilo Kiley,rkives,2013,7.4,
9574,/reviews/albums/17804-the-flaming-lips-the-terror/,The Flaming Lips,The Terror,2013,7.8,
9575,/reviews/albums/17829-kinski-cosy-moments/,Kinski,Cosy Moments,2013,7,
9576,/reviews/albums/17969-fiend-lil-ghetto-boy/,Fiend,Lil Ghetto Boy,2013,7.6,
9577,/reviews/albums/17859-stornoway-tales-from-terra-firma/,Stornoway,Tales from Terra Firma,2013,4.9,
9578,/reviews/albums/17820-british-sea-power-machineries-of-joy/,British Sea Power,Machineries of Joy,2013,5.8,
9579,/reviews/albums/17833-mudhoney-vanishing-point/,Mudhoney,Vanishing Point,2013,7.4,
9580,/reviews/albums/17891-young-thug-1017-thug/,Young Thug,1017 Thug,2013,7.4,
9581,/reviews/albums/17905-scuba-update/,Scuba,Update,2013,8.1,
9582,/reviews/albums/17772-wiley-the-ascent/,Wiley,The Ascent,2013,6.2,
9583,/reviews/albums/17821-the-black-angels-indigo-meadow/,The Black Angels,Indigo Meadow,2013,4.9,
9584,/reviews/albums/17720-wire-change-becomes-us/,Wire,Change Becomes Us,2013,8.2,
9585,/reviews/albums/17749-the-besnard-lakes-until-in-excess-imperceptible-ufo/,The Besnard Lakes,"Until In Excess, Imperceptible UFO",2013,7.3,
9586,/reviews/albums/17826-bleached-ride-your-heart/,Bleached,Ride Your Heart,2013,6.6,
9587,/reviews/albums/17819-hiss-golden-messenger-haw/,Hiss Golden Messenger,Haw,2013,8,
9588,/reviews/albums/17824-mad-season-above-deluxe-edition/,Mad Season,Above (Deluxe Edition),2013,4.6,
9589,/reviews/albums/17805-tyler-the-creator-wolf/,"Tyler, the Creator",Wolf,2013,7.8,
9590,/reviews/albums/17818-generationals-heza/,Generationals,Heza,2013,6.4,
9591,/reviews/albums/17791-matt-shadetek-the-empire-never-ended/,Matt Shadetek,The Empire Never Ended,2013,6.8,
9592,/reviews/albums/17667-vondelpark-seabed/,Vondelpark,Seabed,2013,7.8,
9593,/reviews/albums/17705-goldie-the-alchemist-the-best-of-goldie-1992-2012/,Goldie,The Alchemist: The Best of Goldie 1992-2012,2013,8.4,
9594,/reviews/albums/17802-lil-wayne-i-am-not-a-human-being-ii/,Lil Wayne,I Am Not a Human Being II,2013,3.9,
9595,/reviews/albums/17862-sid-hemphill-the-devils-dream-alan-lomaxs-1942-library-of-congress-recordings/,Sid Hemphill,The Devil's Dream: Alan Lomax's 1942 Library of Congress Recordings,2013,8.3,
9596,/reviews/albums/17795-lapalux-nostalchic/,Lapalux,Nostalchic,2013,7.4,
9597,/reviews/albums/17748-telekinesis-dormarion/,Telekinesis,Dormarion,2013,6.9,
9598,/reviews/albums/17803-jace-clayton-the-julius-eastman-memory-depot/,Jace Clayton,The Julius Eastman Memory Depot,2013,7.8,
9599,/reviews/albums/17792-depeche-mode-delta-machine/,Depeche Mode,Delta Machine,2013,5,
9600,/reviews/albums/17928-call-of-the-void-dragged-down-a-dead-end-path/,Call of the Void,Dragged Down a Dead End Path,2013,7.6,
9601,/reviews/albums/17840-cankun-culture-of-pink/,Cankun,Culture of Pink,2013,7.3,
9602,/reviews/albums/17755-edwyn-collins-understated/,Edwyn Collins,Understated,2013,6.8,
9603,/reviews/albums/17794-blu-no-york/,Blu,NoYork!,2013,8.1,
9604,/reviews/albums/17793-dj-koze-amygdala/,DJ Koze,Amygdala,2013,8.6,
9605,/reviews/albums/17863-heterotic-love-devotion/,Heterotic,Love & Devotion,2013,6.9,
9606,/reviews/albums/17836-foot-village-make-memories/,Foot Village,Make Memories,2013,7.6,
9607,/reviews/albums/17700-blanche-blanche-blanche-wooden-ball/,Blanche Blanche Blanche,Wooden Ball,2013,7,
9608,/reviews/albums/17754-kompakt-20-jahre-kollektion/,null -index error,20 Jahre Kompakt / Kollektion 1,2013,7.4,
9609,/reviews/albums/17786-wavves-afraid-of-heights/,Wavves,Afraid of Heights,2013,7.8,
9610,/reviews/albums/17815-kvelertak-meir/,Kvelertak,Meir,2013,7.2,
9611,/reviews/albums/17790-karl-bartos-off-the-record/,Karl Bartos,Off the Record,2013,5.4,
9612,/reviews/albums/17887-brandt-brauer-frick-miami/,Brandt Brauer Frick,Miami,2013,7.8,
9613,/reviews/albums/17789-chvrches-recover-ep/,Chvrches,Recover EP,2013,7.6,
9614,/reviews/albums/17788-the-strokes-comedown-machine/,The Strokes,Comedown Machine,2013,6.1,
9615,/reviews/albums/17860-oval-calidostopia/,Oval,Calidostópia!,2013,6.8,
9616,/reviews/albums/17680-ensemble-pearl-ensemble-pearl/,Ensemble Pearl,Ensemble Pearl,2013,7.4,
9617,/reviews/albums/17883-lady-lady/,Lady,Lady,2013,7,
9618,/reviews/albums/17780-william-tyler-impossible-truth/,William Tyler,Impossible Truth,2013,8,
9619,/reviews/albums/17779-suede-bloodsports/,Suede,Bloodsports,2013,7.6,
9620,/reviews/albums/17886-girls-names-the-new-life/,Girls Names,The New Life,2013,6.5,
9621,/reviews/albums/17753-deptford-goth-life-after-defo/,Deptford Goth,Life After Defo,2013,6,
9622,/reviews/albums/17885-hit-boy-hit-boy-presents-hs87-all-ive-ever-dreamed-of/,Hit-Boy,Hit-Boy Presents HS87 – All I've Ever Dreamed Of,2013,7.2,
9623,/reviews/albums/17608-entrench/,KEN mode,Entrench,2013,8.2,
9624,/reviews/albums/17781-low-the-invisible-way/,Low,The Invisible Way,2013,7.3,
9625,/reviews/albums/17839-boat-pretend-to-be-brave/,BOAT,Pretend To Be Brave,2013,6.8,
9626,/reviews/albums/17796-caitlin-rose-the-stand-in/,Caitlin Rose,The Stand-In,2013,7,
9627,/reviews/albums/17495-change-the-beat-the-celluloid-records-story-1980-1987/,null -index error,Change The Beat: The Celluloid Records Story 1980 – 1987,2013,8,
9628,/reviews/albums/17730-dump-superpowerless/,Dump,Superpowerless,2013,7.9,
9629,/reviews/albums/17721-marnie-stern-the-chronicles-of-marnia/,Marnie Stern,The Chronicles of Marnia,2013,8,
9630,/reviews/albums/17607-inter-arma-sky-burial/,Inter Arma,Sky Burial,2013,8.2,
9631,/reviews/albums/17713-purling-hiss-water-on-mars/,Purling Hiss,Water on Mars,2013,7.3,
9632,/reviews/albums/17884-the-patriarch/,Deniro Farrar,The Patriarch,2013,7.5,
9633,/reviews/albums/17782-julian-lynch-lines/,Julian Lynch,Lines,2013,7,
9634,/reviews/albums/17736-justin-timberlake-the-2020-experience/,Justin Timberlake,The 20/20 Experience,2013,8.4,
9635,/reviews/albums/17777-leven-signs-hemp-is-here/,Leven Signs,Hemp Is Here,2013,7.2,
9636,/reviews/albums/17737-thalia-zedek-band-via/,Thalia Zedek Band,Via,2013,6.9,
9637,/reviews/albums/17723-lady-lamb-the-beekeeper-ripely-pine/,Lady Lamb the Beekeeper,Ripely Pine,2013,7.8,
9638,/reviews/albums/17731-palma-violets-180/,Palma Violets,180,2013,7,
9639,/reviews/albums/17522-phosphorescent-muchacho/,Phosphorescent,Muchacho,2013,8.8,
9640,/reviews/albums/17633-sannhet-known-flood/,Sannhet,Known Flood,2013,7.4,
9641,/reviews/albums/17650-anais-mitchell-and-jefferson-hamer-child-ballads/,Anaïs Mitchell & Jefferson Hamer,Child Ballads,2013,7,
9642,/reviews/albums/17738-colleen-green-sock-it-to-me/,Colleen Green,Sock It To Me,2013,7.2,
9643,/reviews/albums/17756-fol-chen-the-false-alarms/,Fol Chen,The False Alarms,2013,6.9,
9644,/reviews/albums/17762-clinic-free-reign-ii/,Clinic,Free Reign II,2013,8,
9645,/reviews/albums/17582-whos-that-man-a-tribute-to-conny-plank/,null -index error,Who's That Man: A Tribute to Conny Plank,2013,5.9,
9646,/reviews/albums/17605-october-falls-the-plague-of-a-coming-age/,October Falls,The Plague of a Coming Age,2013,6.2,
9647,/reviews/albums/17690-helado-negro-invisible-life/,Helado Negro,Invisible Life,2013,7.4,
9648,/reviews/albums/17634-black-pus-all-my-relations/,Black Pus,All My Relations,2013,7.2,
9649,/reviews/albums/17801-various-artists-spring-breakers-ost/,null -index error,Spring Breakers OST,2013,7.6,
9650,/reviews/albums/17773-carmen-villain-sleeper/,Carmen Villain,Sleeper,2013,6.6,
9651,/reviews/albums/17428-rachel-zeffira-the-deserters/,Rachel Zeffira,The Deserters,2012,6.3,
9652,/reviews/albums/17857-st-2-lettaz-the-g-the-growth-development/,ST 2 Lettaz,The G... The Growth & Development,2013,6.5,
9653,/reviews/albums/17811-the-delfonics-adrian-younge-presents-the-delfonics/,The Delfonics,Adrian Younge Presents The Delfonics,2013,7.5,
9654,/reviews/albums/17810-dave-grohl-sound-city-ost/,Dave Grohl,Sound City: Real to Reel OST,2013,5.3,
9655,/reviews/albums/17823-batillus-concrete-sustain/,Batillus,Concrete Sustain,2013,6.9,
9656,/reviews/albums/17763-bandshell-caustic-view-ep/,Bandshell,Caustic View EP,2013,7.1,
9657,/reviews/albums/17798-boldy-james-grand-quarters/,Boldy James,Grand Quarters,2013,7.3,
9658,/reviews/albums/17771-son-volt-honky-tonk/,Son Volt,Honky Tonk,2013,5.9,
9659,/reviews/albums/17800-devendra-banhart-mala/,Devendra Banhart,Mala,2013,7.6,
9660,/reviews/albums/17724-toy-love-toy-love/,Toy Love,Toy Love,2012,7.7,
9661,/reviews/albums/17774-ellen-allien-lism/,Ellen Allien,LISm,2013,6.4,
9662,/reviews/albums/17812-young-dreams-between-places/,Young Dreams,Between Places,2013,5.7,
9663,/reviews/albums/17624-apparat-krieg-und-frieden-music-for-theatre/,Apparat,Krieg und Frieden (Music for Theatre),2013,7.5,
9664,/reviews/albums/17855-david-bowie-the-next-day/,David Bowie,The Next Day,2013,7.6,
9665,/reviews/albums/17768-golden-grrrls-golden-grrrls/,Golden Grrrls,Golden Grrrls,2013,6.2,
9666,/reviews/albums/17809-deathfix-deathfix/,Deathfix,Deathfix,2013,6.4,
9667,/reviews/albums/17706-pete-swanson-punk-authority-ep/,Pete Swanson,Punk Authority EP,2013,7.5,
9668,/reviews/albums/17769-planningtorock-misogyny-drop-dead-ep/,Planningtorock,Misogyny Drop Dead EP,2013,6.5,
9669,/reviews/albums/17668-the-men-new-moon/,The Men,New Moon,2013,8.2,
9670,/reviews/albums/17657-mazes-ores-minerals/,Mazes,Ores & Minerals,2013,7.7,
9671,/reviews/albums/17787-kate-nash-girl-talk/,Kate Nash,Girl Talk,2013,6.4,
9672,/reviews/albums/17734-art-department-social-experiment-003/,Art Department,Social Experiment 003,2013,7.3,
