,score
4141,7.7
4142,7.5
4143,8.4
4144,6.2
4145,7.4
4146,7.0
4147,6.9
4148,7.2
4149,7.2
4150,8.0
4151,6.7
4152,6.5
4153,5.2
4154,8.2
4155,6.5
4156,8.1
4157,7.2
4158,7.4
4159,8.0
4160,7.8
4161,7.5
4162,7.9
4163,8.0
4164,7.5
4165,6.5
4166,8.0
4167,7.3
4168,9.0
4169,7.4
4170,8.0
4171,7.8
4172,7.8
4173,7.4
4174,6.7
4175,7.5
4176,6.4
4177,6.5
4178,9.0
4179,7.4
4180,6.3
4181,6.4
4182,8.5
4183,8.2
4184,7.7
4185,7.8
4186,5.4
4187,7.4
4188,7.9
4189,6.8
4190,7.5
4191,6.6
4192,6.0
4193,6.8
4194,6.5
4195,7.2
4196,7.8
4197,7.2
4198,7.8
4199,6.3
4200,8.0
4201,5.9
4202,6.0
4203,8.0
4204,7.2
4205,6.8
4206,7.9
4207,6.5
4208,7.6
4209,8.6
4210,7.6
4211,7.3
4212,7.2
4213,7.9
4214,7.3
4215,7.4
4216,6.6
4217,9.0
4218,6.8
4219,6.9
4220,7.9
4221,6.9
4222,7.1
4223,7.0
4224,7.6
4225,8.0
4226,7.8
4227,6.9
4228,8.2
4229,7.6
4230,10.0
4231,6.0
4232,8.0
4233,8.1
4234,7.6
4235,7.6
4236,6.8
4237,6.4
4238,6.5
4239,7.5
4240,7.7
4241,7.4
4242,7.1
4243,6.9
4244,8.2
4245,7.5
4246,8.5
4247,6.8
4248,7.4
4249,6.6
4250,7.0
4251,6.4
4252,7.3
4253,6.5
4254,6.7
4255,7.5
4256,4.5
4257,7.3
4258,6.9
4259,7.0
4260,8.3
4261,8.1
4262,8.2
4263,6.6
4264,7.2
4265,8.0
4266,6.2
4267,8.5
4268,5.9
4269,7.4
4270,9.3
4271,6.0
4272,6.1
4273,8.0
4274,6.8
4275,8.6
4276,7.2
4277,5.7
4278,9.5
4279,7.4
4280,7.6
4281,7.4
4282,7.5
4283,7.7
4284,5.1
4285,8.2
4286,6.9
4287,7.5
4288,6.2
4289,5.1
4290,7.3
4291,7.3
4292,7.5
4293,7.2
4294,9.0
4295,5.3
4296,8.1
4297,6.7
4298,7.4
4299,5.3
4300,5.8
4301,5.5
4302,6.4
4303,7.1
4304,8.7
4305,6.8
4306,7.0
4307,7.6
4308,8.3
4309,7.4
4310,7.7
4311,7.8
4312,7.2
4313,8.5
4314,7.5
4315,8.3
4316,7.9
4317,9.2
4318,7.5
4319,7.4
4320,6.7
4321,9.0
4322,6.6
4323,7.0
4324,8.7
4325,6.7
4326,8.2
4327,7.3
4328,7.6
4329,6.9
4330,7.0
4331,7.3
4332,6.6
4333,7.3
4334,6.0
4335,7.8
4336,6.8
4337,7.4
4338,7.3
4339,6.6
4340,9.4
4341,7.4
4342,7.7
4343,7.8
4344,6.8
4345,8.3
4346,6.3
4347,7.6
4348,7.7
4349,7.5
4350,6.1
4351,7.1
4352,6.6
4353,7.5
4354,7.5
4355,8.2
4356,7.6
4357,7.0
4358,7.9
4359,7.6
4360,7.7
4361,8.0
4362,10.0
4363,7.8
4364,8.0
4365,7.1
4366,7.6
4367,6.8
4368,7.7
4369,7.8
4370,9.0
4371,7.1
4372,9.1
4373,7.5
4374,4.6
4375,6.5
4376,7.5
4377,9.4
4378,7.0
4379,4.4
4380,8.0
4381,7.0
4382,8.1
4383,7.4
4384,7.3
4385,7.2
4386,6.8
4387,8.1
4388,7.0
4389,8.1
4390,6.0
4391,7.9
4392,7.8
4393,5.3
4394,7.2
4395,6.4
4396,7.5
4397,7.8
4398,6.2
4399,8.8
4400,7.3
4401,8.0
4402,8.7
4403,8.5
4404,7.3
4405,2.0
4406,5.3
4407,5.6
4408,7.3
4409,8.0
4410,6.8
4411,7.5
4412,7.5
4413,8.1
4414,6.5
4415,8.2
4416,8.0
4417,9.4
4418,6.7
4419,7.7
4420,7.4
4421,7.4
4422,6.3
4423,9.0
4424,7.6
4425,6.3
4426,5.0
4427,7.8
4428,7.7
4429,6.8
4430,8.0
4431,6.8
4432,10.0
4433,8.0
4434,8.0
4435,5.0
4436,6.9
4437,6.4
4438,7.9
4439,7.6
4440,5.6
4441,8.0
4442,5.6
4443,8.0
4444,7.8
4445,7.4
4446,7.9
4447,6.0
4448,7.0
4449,9.2
4450,8.2
4451,7.5
4452,6.8
4453,6.0
4454,7.0
4455,6.3
4456,5.3
4457,7.0
4458,6.8
4459,6.5
4460,7.8
4461,4.8
4462,6.7
4463,6.5
4464,6.8
4465,8.0
4466,7.9
4467,8.6
4468,8.8
4469,8.0
4470,7.6
4471,7.0
4472,6.9
4473,6.0
4474,8.0
4475,6.9
4476,6.8
4477,7.5
4478,7.5
4479,7.7
4480,6.9
4481,7.9
4482,2.5
4483,8.2
4484,7.2
4485,8.0
4486,4.0
4487,8.3
4488,6.9
4489,7.1
4490,10.0
4491,6.8
4492,6.4
4493,8.4
4494,5.8
4495,6.8
4496,7.8
4497,7.6
4498,8.0
4499,6.1
4500,7.5
4501,7.0
4502,7.8
4503,7.0
4504,5.2
4505,7.1
4506,7.6
4507,5.8
4508,7.2
4509,6.9
4510,7.0
4511,7.5
4512,7.0
4513,6.8
4514,7.2
4515,8.4
4516,7.7
4517,8.0
4518,7.9
4519,8.2
4520,6.2
4521,6.5
4522,8.0
4523,7.1
4524,6.5
4525,8.2
4526,8.0
4527,7.2
4528,7.4
4529,8.2
4530,8.0
4531,7.7
4532,3.5
4533,8.3
4534,6.8
4535,6.9
4536,7.8
4537,7.7
4538,7.3
4539,6.9
4540,7.6
4541,7.0
4542,5.3
4543,8.5
4544,7.8
4545,7.4
4546,9.5
4547,7.2
4548,7.9
4549,7.1
4550,8.5
4551,7.8
4552,6.3
4553,7.6
4554,8.0
4555,6.3
4556,5.1
4557,5.5
4558,6.8
4559,6.9
4560,7.6
4561,7.3
4562,7.5
4563,7.0
4564,9.3
4565,4.7
4566,6.6
4567,7.4
4568,5.0
4569,6.4
4570,7.5
4571,8.8
4572,7.8
4573,7.3
4574,7.4
4575,7.1
4576,6.9
4577,7.4
4578,4.9
4579,7.4
4580,5.2
4581,5.8
4582,3.8
4583,5.0
4584,7.4
4585,7.0
4586,10.0
4587,6.6
4588,8.5
4589,7.2
4590,7.8
4591,7.9
4592,6.4
4593,6.0
4594,8.0
4595,7.8
4596,5.6
4597,8.5
4598,7.5
4599,7.0
4600,8.1
4601,6.9
4602,6.5
4603,5.4
4604,5.0
4605,6.7
4606,7.7
4607,8.0
4608,8.2
4609,6.5
4610,7.8
4611,6.5
4612,3.0
4613,6.1
4614,6.3
4615,6.2
4616,6.8
4617,7.2
4618,6.9
4619,6.8
4620,6.4
4621,6.0
4622,5.7
4623,6.9
4624,8.1
4625,6.5
4626,7.8
4627,7.1
4628,5.7
4629,6.7
4630,7.0
4631,7.2
4632,6.8
4633,7.7
4634,7.5
4635,7.2
4636,5.7
4637,7.1
4638,6.0
4639,8.0
4640,6.0
4641,6.2
4642,7.6
4643,8.1
4644,8.3
4645,7.7
4646,5.5
4647,5.9
4648,8.0
4649,8.0
4650,7.6
4651,8.2
4652,7.4
4653,6.4
4654,8.0
4655,7.9
4656,5.5
4657,6.6
4658,6.0
4659,7.6
4660,7.4
4661,7.6
4662,6.0
4663,6.9
4664,7.1
4665,7.5
4666,7.8
4667,7.9
4668,7.4
4669,7.0
4670,7.7
4671,8.0
4672,7.9
4673,8.1
4674,7.4
4675,6.0
4676,7.6
4677,7.4
4678,6.5
4679,8.8
4680,7.7
4681,7.0
4682,8.0
4683,6.4
4684,8.0
4685,7.6
4686,6.6
4687,7.5
4688,7.6
4689,5.1
4690,7.9
4691,7.8
4692,8.5
4693,6.9
4694,6.5
4695,7.0
4696,7.3
4697,6.5
4698,7.9
4699,8.2
4700,6.7
4701,9.1
4702,7.2
4703,6.9
4704,6.9
4705,8.4
4706,7.7
4707,8.0
4708,6.8
4709,7.3
4710,9.0
4711,7.8
4712,7.9
4713,8.0
4714,7.6
4715,7.2
4716,7.4
4717,8.1
4718,4.9
4719,7.2
4720,6.8
4721,9.1
4722,7.8
4723,6.7
4724,6.8
4725,8.2
4726,7.5
4727,6.7
4728,7.0
4729,8.2
4730,6.6
4731,7.4
4732,8.3
4733,8.5
4734,5.0
4735,6.0
4736,8.4
4737,8.2
4738,4.7
4739,9.0
4740,6.5
4741,7.1
4742,8.2
4743,8.0
4744,7.5
4745,7.0
4746,7.0
4747,7.2
4748,8.5
4749,6.8
4750,6.9
4751,7.6
4752,8.3
4753,10.0
4754,10.0
4755,9.0
4756,8.8
4757,7.0
4758,7.8
4759,7.9
4760,8.0
4761,6.4
4762,7.1
4763,8.5
4764,7.3
4765,6.2
4766,7.1
4767,9.0
4768,8.7
4769,8.1
4770,5.7
4771,5.6
4772,8.4
4773,6.8
4774,6.8
4775,9.1
4776,8.0
4777,6.6
4778,5.9
4779,7.0
4780,7.9
4781,6.9
4782,8.0
4783,7.6
4784,6.7
4785,7.6
4786,6.9
4787,6.8
4788,8.3
4789,8.1
4790,6.0
4791,7.6
4792,7.7
4793,6.8
4794,8.1
4795,10.0
4796,8.0
4797,7.8
4798,7.5
4799,7.8
4800,8.0
4801,7.0
4802,7.5
4803,5.0
4804,6.8
4805,7.2
4806,7.9
4807,7.8
4808,8.4
4809,7.1
4810,7.8
4811,6.1
4812,8.2
4813,7.0
4814,7.6
4815,6.5
4816,8.5
4817,7.8
4818,7.5
4819,7.2
4820,5.4
4821,7.2
4822,7.0
4823,7.9
4824,6.9
4825,7.8
4826,5.9
4827,8.5
4828,7.2
4829,7.1
4830,7.2
4831,7.4
4832,7.1
4833,7.5
4834,7.0
4835,6.2
4836,7.9
4837,6.8
4838,7.7
4839,6.7
4840,7.1
4841,4.5
4842,7.9
4843,8.0
4844,7.0
4845,7.2
4846,8.2
4847,6.9
4848,8.4
4849,8.2
4850,6.9
4851,7.0
4852,8.2
4853,8.5
4854,4.5
4855,7.3
4856,7.3
4857,5.9
4858,6.2
4859,6.1
4860,7.6
4861,7.0
4862,5.9
4863,5.7
4864,8.0
4865,7.3
4866,7.9
4867,6.2
4868,7.0
4869,6.8
4870,7.0
4871,6.0
4872,4.8
4873,7.7
4874,7.2
4875,7.4
4876,7.0
4877,8.1
4878,7.7
4879,6.3
4880,5.9
4881,6.0
4882,7.1
4883,7.7
4884,7.8
4885,8.0
4886,6.6
4887,5.9
4888,7.6
4889,6.7
4890,6.4
4891,6.2
4892,7.3
4893,6.9
4894,6.9
4895,6.8
4896,5.5
4897,6.6
4898,7.1
4899,6.9
4900,6.6
4901,8.6
4902,7.8
4903,5.0
4904,8.0
4905,6.8
4906,8.4
4907,6.0
4908,7.4
4909,6.9
4910,8.6
4911,7.9
4912,7.6
4913,7.7
4914,4.6
4915,8.0
4916,7.8
4917,7.4
4918,6.7
4919,7.7
4920,4.9
4921,6.5
4922,8.1
4923,5.2
4924,7.0
4925,8.5
4926,6.9
4927,6.5
4928,7.8
4929,5.1
4930,7.9
4931,6.8
4932,7.6
4933,6.5
4934,6.5
4935,6.7
4936,10.0
4937,6.8
4938,7.4
4939,7.4
4940,7.0
4941,6.8
4942,7.5
4943,6.8
4944,8.0
4945,7.5
4946,8.1
4947,7.3
4948,7.4
4949,7.8
4950,6.5
4951,7.4
4952,7.5
4953,5.8
4954,7.0
4955,5.8
4956,7.0
4957,7.9
4958,6.2
4959,7.4
4960,7.8
4961,6.8
4962,9.0
4963,7.5
4964,6.9
4965,6.9
4966,5.1
4967,7.2
4968,5.8
4969,7.3
4970,7.9
4971,8.0
4972,7.5
4973,8.1
4974,7.7
4975,6.4
4976,8.3
4977,7.0
4978,8.0
4979,7.8
4980,6.2
4981,7.0
4982,7.5
4983,5.5
4984,6.7
4985,8.0
4986,7.2
4987,7.8
4988,7.2
4989,2.5
4990,6.7
4991,8.2
4992,7.8
4993,6.8
4994,8.1
4995,8.2
4996,6.2
4997,7.1
4998,8.0
4999,7.7
5000,4.8
5001,7.8
5002,6.9
5003,5.7
5004,7.7
5005,7.3
5006,8.0
5007,5.8
5008,5.0
5009,6.9
5010,9.0
5011,8.0
5012,7.4
5013,7.3
5014,7.5
5015,7.5
5016,6.1
5017,7.2
5018,6.7
5019,7.5
5020,7.8
5021,7.6
5022,6.7
5023,6.3
5024,7.5
5025,6.8
5026,7.3
5027,6.8
5028,6.5
5029,8.0
5030,6.5
5031,8.3
5032,7.9
5033,8.0
5034,5.5
5035,6.5
5036,6.4
5037,7.5
5038,8.8
5039,6.3
5040,5.7
5041,7.0
5042,7.9
5043,8.6
5044,7.4
5045,7.0
5046,7.9
5047,4.7
5048,5.8
5049,6.7
5050,8.5
5051,7.6
5052,6.8
5053,8.2
5054,4.0
5055,7.7
5056,7.4
5057,7.5
5058,7.8
5059,9.0
5060,7.2
5061,7.6
5062,8.6
5063,6.7
5064,5.0
5065,7.0
5066,8.5
5067,7.2
5068,7.6
5069,6.7
5070,8.3
5071,7.2
5072,7.3
5073,8.5
5074,8.7
5075,7.2
5076,8.8
5077,4.8
5078,8.0
5079,7.4
5080,7.6
5081,7.5
5082,5.5
5083,7.9
5084,7.6
5085,6.7
5086,8.7
5087,6.9
5088,7.3
5089,8.2
5090,7.3
5091,8.2
5092,6.0
5093,8.1
5094,7.8
5095,6.8
5096,4.9
5097,10.0
5098,8.2
5099,7.5
5100,7.4
5101,7.9
5102,7.4
5103,7.3
5104,7.4
5105,7.1
5106,7.8
5107,7.8
5108,6.0
5109,7.2
5110,8.2
5111,7.8
5112,8.0
5113,6.1
5114,7.6
5115,8.4
5116,7.7
5117,7.3
5118,7.8
5119,7.4
5120,5.5
5121,6.6
5122,5.5
5123,7.7
5124,6.8
5125,7.9
5126,6.3
5127,7.5
5128,4.0
5129,6.9
5130,7.0
5131,7.3
5132,7.0
5133,6.8
5134,7.0
5135,8.5
5136,7.8
5137,8.7
5138,7.6
5139,6.4
5140,10.0
5141,7.0
5142,8.0
5143,8.0
5144,7.0
5145,6.9
5146,6.7
5147,10.0
5148,7.0
5149,7.8
5150,6.6
5151,5.9
5152,8.4
5153,7.1
5154,7.5
5155,5.9
5156,4.8
5157,6.5
5158,7.2
5159,9.0
5160,8.1
5161,6.9
5162,7.0
5163,6.5
5164,7.7
5165,8.1
5166,7.0
5167,6.6
5168,7.9
5169,5.7
5170,8.0
5171,7.6
5172,6.4
5173,8.2
5174,6.9
5175,9.3
5176,7.0
5177,7.7
5178,7.0
5179,7.8
5180,7.2
5181,8.6
5182,7.8
5183,6.9
5184,7.5
5185,6.9
5186,7.6
5187,8.1
5188,8.6
5189,7.5
5190,7.6
5191,7.2
5192,4.0
5193,7.2
5194,7.7
5195,6.8
5196,5.0
5197,8.1
5198,7.8
5199,7.3
5200,6.4
5201,7.2
5202,7.8
5203,6.0
5204,7.4
5205,8.6
5206,7.8
5207,7.5
5208,7.3
5209,8.0
5210,8.0
5211,7.4
5212,6.9
5213,7.4
5214,8.4
5215,6.3
5216,7.9
5217,7.1
5218,8.0
5219,7.4
5220,7.5
5221,7.2
5222,7.3
5223,5.8
5224,7.6
5225,8.2
5226,8.3
5227,7.3
5228,6.7
5229,7.3
5230,8.0
5231,6.4
5232,6.6
5233,7.8
5234,6.0
5235,6.5
5236,7.0
5237,6.8
5238,7.5
5239,7.0
5240,7.0
5241,8.0
5242,6.4
5243,9.0
5244,7.4
5245,7.4
5246,6.8
5247,7.8
5248,6.5
5249,7.0
5250,7.0
5251,7.3
5252,7.7
5253,7.9
5254,5.7
5255,7.7
5256,7.1
5257,8.5
5258,4.0
5259,6.9
5260,6.9
5261,6.6
5262,7.6
5263,6.7
5264,8.0
5265,7.0
5266,7.2
5267,7.8
5268,8.0
5269,7.2
5270,6.8
5271,7.4
5272,7.0
5273,7.5
5274,7.0
5275,8.4
5276,8.0
5277,7.0
5278,6.8
5279,7.2
5280,6.6
5281,5.7
5282,6.7
5283,7.6
5284,6.0
5285,6.8
5286,8.0
5287,7.8
5288,7.0
5289,7.7
5290,8.1
5291,7.8
5292,5.8
5293,7.5
5294,7.8
5295,6.4
5296,7.7
5297,6.8
5298,4.5
5299,7.7
5300,7.1
5301,6.9
5302,6.7
5303,7.3
5304,7.8
5305,6.3
5306,7.1
5307,8.2
5308,8.2
5309,7.6
5310,6.8
5311,7.8
5312,7.7
5313,7.4
5314,6.0
5315,6.0
5316,7.1
5317,3.0
5318,6.8
5319,7.6
5320,4.0
5321,7.6
5322,4.9
5323,8.2
5324,6.7
5325,7.2
5326,7.4
5327,6.9
5328,7.4
5329,7.6
5330,7.9
5331,7.1
5332,6.8
5333,7.1
5334,4.7
5335,8.0
5336,7.8
5337,6.2
5338,7.6
5339,7.2
5340,7.4
5341,7.7
5342,7.9
5343,8.0
5344,7.3
5345,4.4
5346,8.6
5347,7.7
5348,6.7
5349,7.3
5350,8.0
5351,8.4
5352,7.6
5353,8.0
5354,7.2
5355,6.8
5356,6.0
5357,6.2
5358,7.1
5359,5.8
5360,7.2
5361,7.1
5362,6.2
5363,7.3
5364,7.8
5365,8.1
5366,7.3
5367,6.9
5368,7.0
5369,7.4
5370,8.8
5371,6.9
5372,6.9
5373,7.2
5374,7.3
5375,7.4
5376,8.0
5377,8.1
5378,3.2
5379,8.2
5380,7.2
5381,7.3
5382,5.4
5383,7.1
5384,7.3
5385,6.7
5386,6.4
5387,7.1
5388,7.3
5389,6.9
5390,7.4
5391,6.8
5392,6.2
5393,7.8
5394,7.7
5395,7.6
5396,7.0
5397,6.5
5398,6.9
5399,6.2
5400,6.5
5401,6.7
5402,7.2
5403,7.3
5404,6.5
5405,6.8
5406,7.7
5407,8.0
5408,8.1
5409,7.4
5410,7.8
5411,8.0
5412,6.0
5413,6.5
5414,8.0
5415,6.9
5416,6.8
5417,7.7
5418,6.4
5419,6.9
5420,6.5
5421,8.2
5422,7.5
5423,6.8
5424,7.5
5425,7.1
5426,7.9
5427,6.8
5428,6.9
5429,6.7
5430,6.0
5431,7.3
5432,5.0
5433,6.3
5434,5.2
5435,6.8
5436,7.8
5437,6.9
5438,7.0
5439,6.7
5440,5.8
5441,7.1
5442,7.0
5443,7.0
5444,9.3
5445,6.0
5446,6.8
5447,7.5
5448,7.3
5449,6.9
5450,7.4
5451,5.5
5452,7.7
5453,5.0
5454,7.6
5455,6.9
5456,7.6
5457,8.0
5458,6.4
5459,6.6
5460,7.2
5461,7.4
5462,7.8
5463,3.9
5464,6.0
5465,7.5
5466,8.9
5467,7.5
5468,7.2
5469,7.4
5470,6.7
5471,5.2
5472,7.4
5473,7.8
5474,7.2
5475,8.8
5476,6.8
5477,7.2
5478,7.3
5479,8.3
5480,7.0
5481,7.8
5482,5.4
5483,6.0
5484,7.2
5485,7.5
5486,8.0
5487,6.8
5488,7.3
5489,5.5
5490,7.2
5491,7.0
5492,6.2
5493,7.4
5494,7.5
5495,7.6
5496,6.9
5497,7.1
5498,10.0
5499,7.0
5500,8.0
5501,2.5
5502,6.5
5503,6.8
5504,6.0
5505,6.7
5506,6.6
5507,7.4
5508,7.6
5509,8.0
5510,7.2
5511,7.1
5512,5.9
5513,7.4
5514,4.9
5515,8.1
5516,7.4
5517,7.9
5518,4.0
5519,6.3
5520,6.6
5521,7.0
5522,6.3
5523,6.6
5524,7.2
5525,7.6
5526,6.0
5527,7.6
5528,7.3
5529,7.5
5530,4.5
5531,7.9
5532,6.8
5533,6.7
5534,7.1
5535,6.0
5536,8.3
5537,7.7
5538,6.0
5539,7.3
5540,7.8
5541,8.3
5542,7.9
5543,5.7
5544,7.7
5545,6.9
5546,7.7
5547,5.9
5548,5.6
5549,6.9
5550,4.3
5551,8.0
5552,7.5
5553,6.3
5554,7.7
5555,9.3
5556,7.1
5557,7.8
5558,7.9
5559,7.1
5560,7.3
5561,6.4
5562,8.1
5563,6.3
5564,5.5
5565,6.9
5566,7.0
5567,6.4
5568,7.2
5569,8.0
5570,7.1
5571,5.5
5572,6.9
5573,7.9
5574,5.8
5575,8.4
5576,7.4
5577,4.2
5578,7.4
5579,7.8
5580,8.7
5581,7.0
5582,3.3
5583,5.6
5584,7.8
5585,6.8
5586,7.7
5587,7.2
5588,6.0
5589,6.2
5590,6.8
5591,8.0
5592,8.3
5593,5.6
5594,7.6
5595,6.9
5596,8.0
5597,7.0
5598,7.1
5599,7.8
5600,8.5
5601,4.5
5602,7.2
5603,7.6
5604,7.4
5605,6.5
5606,7.9
5607,7.3
5608,6.8
5609,7.0
5610,6.9
5611,7.4
5612,6.0
5613,6.6
5614,6.7
5615,6.7
5616,7.6
5617,8.6
5618,6.6
5619,6.7
5620,2.0
5621,8.0
5622,6.1
5623,6.6
5624,7.2
5625,7.4
5626,8.2
5627,6.4
5628,5.1
5629,5.6
5630,7.3
5631,7.8
5632,5.0
5633,5.8
5634,7.3
5635,7.9
5636,6.7
5637,7.6
5638,7.3
5639,7.5
5640,6.2
5641,8.2
5642,7.9
5643,7.4
5644,6.9
5645,7.0
5646,4.8
5647,4.9
5648,7.2
5649,7.0
5650,7.5
5651,7.4
5652,7.7
5653,7.3
5654,6.8
5655,7.5
5656,8.4
5657,6.1
5658,6.8
5659,6.7
5660,6.3
5661,8.1
5662,7.0
5663,7.5
5664,6.8
5665,7.5
5666,8.4
5667,7.0
5668,7.1
5669,7.9
5670,7.2
5671,5.2
5672,7.3
5673,7.9
5674,5.4
5675,7.5
5676,6.7
5677,6.8
5678,7.4
5679,7.2
5680,8.6
5681,5.9
5682,7.6
5683,6.9
5684,8.1
5685,6.1
5686,7.2
5687,6.3
5688,7.0
5689,7.9
5690,7.5
5691,5.7
5692,7.3
5693,5.4
5694,5.6
5695,8.0
5696,6.8
5697,7.2
5698,7.5
5699,8.1
5700,5.9
5701,7.6
5702,8.0
5703,6.6
5704,5.6
5705,5.9
5706,6.9
5707,6.6
5708,7.5
5709,7.8
5710,8.3
5711,7.0
5712,5.4
5713,5.5
5714,8.5
5715,7.4
5716,7.2
5717,7.0
5718,7.6
5719,7.5
5720,6.5
5721,6.2
5722,6.0
5723,9.3
5724,6.9
5725,7.4
5726,7.3
5727,6.2
5728,6.7
5729,8.1
5730,6.4
5731,6.7
5732,7.6
5733,7.7
5734,6.5
5735,6.3
5736,7.8
5737,7.7
5738,7.0
5739,6.4
5740,6.8
5741,7.2
5742,4.9
5743,8.6
5744,6.7
5745,5.9
5746,7.7
5747,4.9
5748,7.0
5749,7.3
5750,7.6
5751,9.3
5752,7.7
5753,7.4
5754,6.9
5755,7.1
5756,8.0
5757,6.8
5758,6.3
5759,6.4
5760,7.8
5761,8.0
5762,6.5
5763,8.5
5764,6.2
5765,5.4
5766,8.0
5767,5.1
5768,5.8
5769,7.3
5770,7.1
5771,5.8
5772,5.2
5773,7.4
5774,8.1
5775,6.3
5776,8.0
5777,6.4
5778,7.5
5779,6.7
5780,7.5
5781,7.0
5782,7.6
5783,6.7
5784,7.0
5785,6.0
5786,7.8
5787,6.6
5788,7.5
5789,5.5
5790,8.0
5791,7.2
5792,6.7
5793,7.4
5794,6.6
5795,7.4
5796,7.0
5797,8.0
5798,6.9
5799,6.3
5800,8.1
5801,7.2
5802,9.0
5803,6.6
5804,7.4
5805,7.0
5806,5.9
5807,2.4
5808,6.7
5809,5.3
5810,6.5
5811,6.3
5812,7.0
5813,6.8
5814,7.4
5815,7.1
5816,7.4
5817,6.1
5818,6.2
5819,7.2
5820,9.1
5821,7.4
5822,7.4
5823,6.7
5824,7.2
5825,5.9
5826,6.7
5827,6.9
5828,6.1
5829,7.0
5830,6.4
5831,6.0
5832,7.3
5833,7.0
5834,7.4
5835,6.9
5836,6.6
5837,7.0
5838,6.6
5839,6.5
5840,8.3
5841,4.8
5842,6.8
5843,7.5
5844,6.2
5845,7.5
5846,5.5
5847,7.8
5848,6.0
5849,7.4
5850,6.7
5851,6.9
5852,7.0
5853,7.5
5854,6.1
5855,6.0
5856,7.6
5857,7.6
5858,6.8
5859,7.0
5860,6.4
5861,7.6
5862,7.2
5863,6.2
5864,7.6
5865,8.8
5866,5.6
5867,7.2
5868,7.4
5869,6.4
5870,7.0
5871,8.2
5872,7.6
5873,6.3
5874,7.6
5875,7.4
5876,7.3
5877,8.1
5878,5.8
5879,7.8
5880,6.5
5881,7.0
5882,6.2
5883,5.7
5884,6.9
5885,7.9
5886,7.2
5887,7.7
5888,7.2
5889,8.1
5890,8.0
5891,7.6
5892,6.3
5893,7.7
5894,7.9
5895,6.4
5896,7.5
5897,8.1
5898,4.7
5899,7.1
5900,8.3
5901,7.3
5902,8.3
5903,7.1
5904,7.6
5905,6.5
5906,8.2
5907,8.6
5908,6.9
5909,7.4
5910,7.2
5911,7.7
5912,7.6
5913,7.6
5914,6.0
5915,6.6
5916,7.6
5917,7.3
5918,6.9
5919,8.7
5920,7.3
5921,7.0
5922,6.9
5923,7.2
5924,5.6
5925,7.0
5926,7.4
5927,6.7
5928,8.0
5929,7.8
5930,8.0
5931,6.8
5932,7.5
5933,7.8
5934,7.5
5935,7.0
5936,7.1
5937,6.6
5938,7.0
5939,8.7
5940,7.5
5941,9.0
5942,8.3
5943,7.6
5944,7.0
5945,7.5
5946,5.0
5947,6.9
5948,7.4
5949,6.8
5950,6.0
5951,8.0
5952,7.5
5953,7.9
5954,7.9
5955,7.0
5956,7.3
5957,7.8
5958,6.0
5959,7.8
5960,7.1
5961,7.7
5962,7.3
5963,7.5
5964,8.0
5965,4.9
5966,6.0
5967,5.5
5968,6.9
5969,7.5
5970,5.9
5971,7.2
5972,7.4
5973,7.5
5974,6.6
5975,9.6
5976,8.2
5977,5.5
5978,6.8
5979,7.3
5980,7.2
5981,6.8
5982,7.7
5983,7.6
5984,10.0
5985,7.7
5986,5.8
5987,7.8
5988,7.9
5989,7.3
5990,5.8
5991,7.6
5992,8.4
5993,6.2
5994,7.8
5995,8.8
5996,7.7
5997,7.2
5998,7.0
5999,6.7
6000,6.2
6001,6.8
6002,7.7
6003,8.8
6004,7.6
6005,6.1
6006,7.3
6007,7.2
6008,7.7
6009,6.0
6010,5.9
6011,5.2
6012,7.8
6013,5.7
6014,7.3
6015,6.6
6016,8.1
6017,5.3
6018,6.8
6019,7.3
6020,8.0
6021,7.3
6022,6.2
6023,7.7
6024,7.4
6025,5.6
6026,7.5
6027,3.9
6028,7.6
6029,8.3
6030,6.6
6031,5.8
6032,6.8
6033,7.8
6034,5.7
6035,6.0
6036,8.5
6037,7.5
6038,7.7
6039,4.8
6040,8.1
6041,6.8
6042,7.3
6043,7.6
6044,8.4
6045,7.5
6046,6.9
6047,8.5
6048,9.0
6049,7.7
6050,7.7
6051,6.0
6052,8.5
6053,8.8
6054,7.4
6055,5.5
6056,7.3
6057,5.5
6058,7.4
6059,5.8
6060,5.3
6061,7.3
6062,8.1
6063,8.0
6064,6.4
6065,7.4
6066,5.2
6067,6.9
6068,7.7
6069,7.5
6070,7.2
6071,6.7
6072,7.0
6073,7.1
6074,7.3
6075,6.1
6076,8.1
6077,6.8
6078,7.9
6079,8.2
6080,7.3
6081,6.0
6082,5.1
6083,9.1
6084,7.4
6085,7.2
6086,8.6
6087,8.4
6088,7.5
6089,5.7
6090,8.7
6091,8.5
6092,7.4
6093,5.8
6094,7.0
6095,7.4
6096,8.0
6097,7.8
6098,8.4
6099,7.9
6100,5.9
6101,7.5
6102,5.5
6103,8.5
6104,3.0
6105,7.8
6106,7.3
6107,9.2
6108,5.9
6109,4.2
6110,6.9
6111,8.0
6112,4.6
6113,8.6
6114,6.5
6115,8.0
6116,7.1
6117,7.7
6118,7.8
6119,6.5
6120,7.8
6121,7.3
6122,6.5
6123,7.9
6124,7.6
6125,7.1
6126,6.3
6127,7.2
6128,6.6
6129,7.8
6130,5.9
6131,6.7
6132,7.4
6133,6.0
6134,5.6
6135,8.9
6136,6.7
6137,7.6
6138,7.9
6139,6.4
